更新日,曲名
2026/01/03,【アイドルマスターシンデレラガールズ】[IM]Nocturne／高垣楓 CV早見沙織、川島瑞樹 CV東山奈央(On-Cut)※LIVE映像(4thLIVE TriCastle Story)、パート分け有り【naoo】.mp4
2026/01/03,【アイドルマスターシンデレラガールズ】[IM]Happy New Yeah!／島村卯月、渋谷凛、本田未央、佐藤心、三村かな子(On-Cut)※LIVE映像(6thLIVE MERRY-GO-ROUNDOME!!!)、パート分け無し【naoo】.mp4
2026/01/03,【わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!)】[op]ムリムリ進化論／ナナオアカリ ※OPとMVと17話一部差し込み bb231 (On-Off).mp4
2026/01/02,よろしくチューニング (よろしくメカドック_OP) STR!X (2ch_VC_ON) UVR online版.mp4
2026/01/02,かぐや様は告らせたい 大人への階段 (off-UVRchorus-on) heart notes【鈴木愛理】※2025 大晦日放送(下) 挿入歌.mp4
2026/01/02,SPY×FAMILY Season 3 (off-UVRchorus-on) Actor【幾田りら】※Ver2 アニメ公式 MV.mp4
2026/01/02,かぐや様は告らせたい-ファーストキッスは終わらない- (off-UVRchorus-on) heart notes※鈴木愛理 MV.mp4
2026/01/02,【異世界かるてっと3】［OP］異世界こんちぇると／アインズ、カズマ、スバル、ターニャ（On-Semi-Off）※アニメ映像ver2.0・最終話まで・パート分け有り.mp4
2026/01/02,ウルトラギャラクシーファイト 大いなる陰謀 MAD_Final Wars!_アルフィー(THE ALFEE)_3CH.mp4
2026/01/02,【シャインポスト Be Your アイドル】0 to Infinity／FFF(ON-CUT).mp4
2026/01/02,【D.C4ダ・カーポ4】「サクラ日和offvo」［OP］［yozuca］［ゲーム］［悠季］.mp4
2026/01/02,【ウマ娘 プリティーダービー】-スピカ-グロウアップ・シャイン!(cut-on)パート分け最終話まで.mp4
2026/01/02,星獣戦隊ギンガマン OP_The Galactic Warriors Gingaman_希砂未竜_2CH.mp4
2026/01/02,【D.C4ダ・カーポ4】「サクラ日和onvo」［OP］［yozuca］［ゲーム］［悠季］.mp4
2026/01/02,【プロジェクトセカイ カラフルステージ! feat. 初音ミク】-MORE MORE JUMP!-Polar Star(cut-on)3DMV.mp4
2026/01/02,【プロジェクトセカイ カラフルステージ! feat. 初音ミク】-MORE MORE JUMP!-Polar Star(cut-on)2DMV.mp4
2026/01/02,[文豪ストレイドッグス]OP1 TRASH CANDY (LIVE=2025アニサマ)(Off，On)／GRANRODEO×宮野真守.mp4
2026/01/02,[文豪ストレイドッグス]OP1 TRASH CANDY (アニメ)(Off，On)(映像=Quz.negiさん，字幕=れん)／GRANRODEO.mp4
2026/01/02,戦いの詩 (グレンダイザー ゲッターロボG グレートマジンガー 決戦! 大海獣_挿入歌) ささきいさお (2ch_VC_ON) UVR online版.mp4
2026/01/02,【僕のヒーローアカデミア FINAL SEASON】[ED]／I／BUMP OF CHICKEN／On-Of.mp4
2026/01/02,いつ逢えたら (君は放課後インソムニア_OP) aiko (2ch_vc_on).mp4
2026/01/02,【声優】可愛くてごめん／高尾奏音(On-Cut)※CrosSing映像【naoo】.mp4
2026/01/02,【アイドルマスターシンデレラガールズ】[CS]ノーチラスソナー／八神マキノ CV二ノ宮ゆい(On-Cut)※LIVE映像(7th LIVE TOUR Special 3chord♪)【naoo】.mp4
2026/01/02,【ブレンド・S】[CS]妄想ワーキングタイム／天野美雨 CV種﨑敦美(On-Cut)※LIVE映像【naoo】.mp4
2026/01/02,【るRWBY Vol.6】Lionize／Jeff Williams(Off-On-Guide).mp4
2026/01/02,【スロウスタート】カナエタマエ／一之瀬花名・百地たまて.mp4
2026/01/02,【NARUTOナルト疾風伝】[OP]シルエット／KANABOON  bb230 (On-Off).mp4
2026/01/02,救急戦隊ゴーゴーファイブ 挿入歌_流星合体!! ビクトリーマーズ_石原慎一_画質UP版_2CH.mp4
2026/01/02,【SI-VIS The Sound of Heroes】[OP]So Far Away(on-off)_パート分け_2パート_12話まで ／SI-VIS.mp4
2026/01/01,【銀魂】[ED]サムライハート（Some Like It Hot！！）／SPYAIR  bb229 (On-Off).mp4
2026/01/01,【ギルティクラウン】[OP]My Dearest／supercella featuring こゑだ  bb228 (On-Off).mp4
2026/01/01,クワイエットクワイア (魔法使いの嫁 SEASON2_22話挿入歌) 山本晃 (2ch_vc_on).mp4
2026/01/01,【ニセコイ】[OP]STEP／ClariS ※パート分け有・公式MV・OP・ytbMADカクテル bb227 (On-Off).mp4
2026/01/01,航海の唄／僕のヒーローアカデミア／さユり.mp4
2026/01/01,【ウマ娘 シンデレラグレイ】［ED2］ふたり／オグリキャップ、タマモクロス（On-Semi-Mvc-Cut）※アニメ映像ver2.0・最終話まで.mp4
2026/01/01,【デジモンアドベンチャー -BEYOND-】brave heart-DIGIMON Animation 25th Arrange ver.-(off+on)【宮崎歩】.mp4
2026/01/01,【MFゴースト 2nd season】OP｜ROCK ME KISS ME feat. MOTSU〔2パート分け〕／芹澤優［on-off-MOTSUonly-芹澤only］〔Ver.2.0〕.mp4
2026/01/01,【ニセコイ】[OP]CLICK／ClariS ※パート分け有・公式MV・OP・ytbMADカクテル bb226 (On-Off).mp4
